Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
     7.740         -1.92524889       -1.92524889        0.0000e+00
     7.755         -1.91369830       -1.91369830        0.0000e+00
     7.770         -1.90217388       -1.90217388        0.0000e+00
     7.785         -1.89067890       -1.89067890        0.0000e+00
     7.800         -1.87921664       -1.87921664        0.0000e+00
     7.815         -1.86779033       -1.86779033        0.0000e+00
     7.830         -1.85640316       -1.85640316        0.0000e+00
     7.845         -1.84505832       -1.84505832        0.0000e+00
     7.860         -1.83375896       -1.83375896        0.0000e+00
     7.875         -1.82250818       -1.82250818        0.0000e+00
     7.890         -1.81130906       -1.81130906        0.0000e+00
     7.905         -1.80016465       -1.80016465        0.0000e+00
     7.920         -1.78907796       -1.78907796        0.0000e+00
     7.935         -1.77805197       -1.77805197        0.0000e+00
     7.950         -1.76708961       -1.76708961        0.0000e+00
     7.965         -1.75619377       -1.75619377        0.0000e+00
     7.980         -1.74536734       -1.74536734        0.0000e+00
     7.995         -1.73461312       -1.73461312        0.0000e+00
     8.010         -1.72393389       -1.72393389        0.0000e+00
     8.025         -1.71333241       -1.71333241        0.0000e+00
     8.040         -1.70281137       -1.70281137        0.0000e+00
     8.055         -1.69237342       -1.69237342        0.0000e+00
     8.070         -1.68202119       -1.68202119        0.0000e+00
     8.085         -1.67175724       -1.67175724        0.0000e+00
     8.100         -1.66158410       -1.66158410        0.0000e+00
     8.115         -1.65150424       -1.65150424        0.0000e+00
     8.130         -1.64152011       -1.64152011        0.0000e+00
     8.145         -1.63163410       -1.63163410        0.0000e+00
     8.160         -1.62184854       -1.62184854        0.0000e+00
     8.175         -1.61216573       -1.61216573        0.0000e+00
     8.190         -1.60258791       -1.60258791        0.0000e+00
     8.205         -1.59311729       -1.59311729        0.0000e+00
     8.220         -1.58375602       -1.58375602        0.0000e+00
     8.235         -1.57450619       -1.57450619        0.0000e+00
     8.250         -1.56536985       -1.56536985        0.0000e+00
     8.265         -1.55634900       -1.55634900        0.0000e+00
     8.280         -1.54744560       -1.54744560        0.0000e+00
     8.295         -1.53866153       -1.53866153        0.0000e+00
     8.310         -1.52999865       -1.52999865        0.0000e+00
     8.325         -1.52145875       -1.52145875        0.0000e+00
     8.340         -1.51304358       -1.51304358        0.0000e+00
     8.355         -1.50475482       -1.50475482        0.0000e+00
     8.370         -1.49659411       -1.49659411        0.0000e+00
     8.385         -1.48856304       -1.48856304        0.0000e+00
     8.400         -1.48066314       -1.48066314        0.0000e+00
     8.415         -1.47289589       -1.47289589        0.0000e+00
     8.430         -1.46526273       -1.46526273        0.0000e+00
     8.445         -1.45776501       -1.45776501        0.0000e+00
     8.460         -1.45040406       -1.45040406        0.0000e+00
     8.475         -1.44318115       -1.44318115        0.0000e+00
     8.490         -1.43609750       -1.43609750        0.0000e+00
     8.505         -1.42915425       -1.42915425        0.0000e+00
     8.520         -1.42235253       -1.42235253        0.0000e+00
     8.535         -1.41569337       -1.41569337        0.0000e+00
     8.550         -1.40917778       -1.40917778        0.0000e+00
     8.565         -1.40280671       -1.40280671        0.0000e+00
     8.580         -1.39658105       -1.39658105        0.0000e+00
     8.595         -1.39050164       -1.39050164        0.0000e+00
     8.610         -1.38456927       -1.38456927        0.0000e+00
     8.625         -1.37878466       -1.37878466        0.0000e+00
     8.640         -1.37314851       -1.37314851        0.0000e+00
     8.655         -1.36766143       -1.36766143        0.0000e+00
     8.670         -1.36232401       -1.36232401        0.0000e+00
     8.685         -1.35713678       -1.35713678        0.0000e+00
     8.700         -1.35210019       -1.35210019        0.0000e+00
     8.715         -1.34721469       -1.34721469        0.0000e+00
     8.730         -1.34248063       -1.34248063        0.0000e+00
     8.745         -1.33789833       -1.33789833        0.0000e+00
     8.760         -1.33346808       -1.33346808        0.0000e+00
     8.775         -1.32919007       -1.32919007        0.0000e+00
     8.790         -1.32506450       -1.32506450        0.0000e+00
     8.805         -1.32109146       -1.32109146        0.0000e+00
     8.820         -1.31727104       -1.31727104        0.0000e+00
     8.835         -1.31360327       -1.31360327        0.0000e+00
     8.850         -1.31008810       -1.31008810        0.0000e+00
     8.865         -1.30672548       -1.30672548        0.0000e+00
     8.880         -1.30351528       -1.30351528        0.0000e+00
     8.895         -1.30045733       -1.30045733        0.0000e+00
     8.910         -1.29755143       -1.29755143        0.0000e+00
     8.925         -1.29479732       -1.29479732        0.0000e+00
     8.940         -1.29219470       -1.29219470        0.0000e+00
     8.955         -1.28974321       -1.28974321        0.0000e+00
     8.970         -1.28744248       -1.28744248        0.0000e+00
     8.985         -1.28529206       -1.28529206        0.0000e+00
     9.000         -1.28329148       -1.28329148        0.0000e+00
     9.015         -1.28144023       -1.28144023        0.0000e+00
     9.030         -1.27973774       -1.27973774        0.0000e+00
     9.045         -1.27818343       -1.27818343        0.0000e+00
     9.060         -1.27677664       -1.27677664        0.0000e+00
     9.075         -1.27551670       -1.27551670        0.0000e+00
     9.090         -1.27440290       -1.27440290        0.0000e+00
     9.105         -1.27343448       -1.27343448        0.0000e+00
     9.120         -1.27261066       -1.27261066        0.0000e+00
     9.135         -1.27193060       -1.27193060        0.0000e+00
     9.150         -1.27139344       -1.27139344        0.0000e+00
     9.165         -1.27099828       -1.27099828        0.0000e+00
     9.180         -1.27074420       -1.27074420        0.0000e+00
     9.195         -1.27063023       -1.27063023        0.0000e+00
     9.210         -1.27065537       -1.27065537        0.0000e+00
     9.225         -1.27081859       -1.27081859        0.0000e+00
     9.240         -1.27111884       -1.27111884        0.0000e+00
     9.255         -1.27155502       -1.27155502        0.0000e+00
     9.270         -1.27212602       -1.27212602        0.0000e+00
     9.285         -1.27283068       -1.27283068        0.0000e+00
     9.300         -1.27366784       -1.27366784        0.0000e+00
     9.315         -1.27463629       -1.27463629        0.0000e+00
     9.330         -1.27573480       -1.27573480        0.0000e+00
     9.345         -1.27696212       -1.27696212        0.0000e+00
     9.360         -1.27831697       -1.27831697        0.0000e+00
     9.375         -1.27979805       -1.27979805        0.0000e+00
     9.390         -1.28140404       -1.28140404        0.0000e+00
     9.405         -1.28313360       -1.28313360        0.0000e+00
     9.420         -1.28498534       -1.28498534        0.0000e+00
     9.435         -1.28695789       -1.28695789        0.0000e+00
     9.450         -1.28904985       -1.28904985        0.0000e+00
     9.465         -1.29125978       -1.29125978        0.0000e+00
     9.480         -1.29358625       -1.29358625        0.0000e+00
     9.495         -1.29602779       -1.29602779        0.0000e+00
     9.510         -1.29858293       -1.29858293        0.0000e+00
     9.525         -1.30125018       -1.30125018        0.0000e+00
     9.540         -1.30402803       -1.30402803        0.0000e+00
     9.555         -1.30691497       -1.30691497        0.0000e+00
     9.570         -1.30990947       -1.30990947        0.0000e+00
     9.585         -1.31300998       -1.31300998        0.0000e+00
     9.600         -1.31621495       -1.31621495        0.0000e+00
     9.615         -1.31952282       -1.31952282        0.0000e+00
     9.630         -1.32293201       -1.32293201        0.0000e+00
     9.645         -1.32644094       -1.32644094        0.0000e+00
     9.660         -1.33004802       -1.33004802        0.0000e+00
     9.675         -1.33375166       -1.33375166        0.0000e+00
     9.690         -1.33755025       -1.33755025        0.0000e+00
     9.705         -1.34144218       -1.34144218        0.0000e+00
     9.720         -1.34542585       -1.34542585        0.0000e+00
     9.735         -1.34949963       -1.34949963        0.0000e+00
     9.750         -1.35366191       -1.35366191        0.0000e+00
     9.765         -1.35791106       -1.35791106        0.0000e+00
     9.780         -1.36224547       -1.36224547        0.0000e+00
     9.795         -1.36666351       -1.36666351        0.0000e+00
     9.810         -1.37116354       -1.37116354        0.0000e+00
     9.825         -1.37574396       -1.37574396        0.0000e+00
     9.840         -1.38040314       -1.38040314        0.0000e+00
     9.855         -1.38513945       -1.38513945        0.0000e+00
     9.870         -1.38995129       -1.38995129        0.0000e+00
     9.885         -1.39483703       -1.39483703        0.0000e+00
     9.900         -1.39979507       -1.39979507        0.0000e+00
     9.915         -1.40482380       -1.40482380        0.0000e+00
     9.930         -1.40992163       -1.40992163        0.0000e+00
     9.945         -1.41508695       -1.41508695        0.0000e+00
     9.960         -1.42031819       -1.42031819        0.0000e+00
     9.975         -1.42561375       -1.42561375        0.0000e+00
     9.990         -1.43097209       -1.43097209        0.0000e+00
    10.005         -1.43639162       -1.43639162        0.0000e+00
    10.020         -1.44187079       -1.44187079        0.0000e+00
    10.035         -1.44740806       -1.44740806        0.0000e+00
